SiteID,Date-Time,ac_current,ac_power,ac_voltage,ambient_temp,dc_current,dc_power,dc_voltage,inverter_error_code,inverter_temp,module_temp,poa_irradiance,power_factor,relative_humidity,wind_direction,wind_speed
1277,2012-01-01 00:00:00,0,-200,286,4.780557338,-1,-100,1,0,17,1.41666818,0,0,42.231,306.72,0.99198176
1277,2012-01-01 00:15:00,0,-100,285,4.6288906592,-1,-100,0,0,17,0.450001436000004,0,0,43.531,306.698,0.435864
1277,2012-01-01 00:30:00,0,-200,285,4.41500175320001,-1,-100,0,0,16,-0.47222086,0,0,45.1,306.698,0.46670976
1277,2012-01-01 00:45:00,0,-100,286,3.9255572696,-1,-100,0,0,16,-0.561109756,0,0,47.65,306.698,0.368808
1277,2012-01-01 01:00:00,0,-100,285,3.5711127968,-1,-100,0,0,16,-1.2499987,0,0,48.144,306.72,0.54181248
1277,2012-01-01 01:15:00,0,-100,286,3.852779486,-1,-100,0,0,16,-1.155554248,0,0,46.406,306.698,0.72107552
1277,2012-01-01 01:30:00,0,-100,286,3.7400016992,-1,-100,0,0,15,-1.16666536,0,0,47.075,306.72,0.67056
1277,2012-01-01 01:45:00,0,-200,285,3.5094461252,-1,-100,0,0,15,-1.627776508,0,0,47.7,306.743,0.37730176
1277,2012-01-01 02:00:00,0,-200,285,3.1772238764,-1,-100,0,0,15,-2.11110988,0,0,48.975,306.765,0.28208224
1277,2012-01-01 02:15:00,0,-100,286,2.9077794104,-1,-100,1,0,15,-2.772221044,0,0,49.488,306.765,0.36612576
1277,2012-01-01 02:30:00,0,-100,287,2.9355571904,-1,-100,0,0,14,-2.66666548,0,0,45.775,306.765,0.97767648
1277,2012-01-01 02:45:00,0,-200,285,3.3011127752,-1,-100,0,0,14,-2.316665452,0,0,40.256,306.743,0.44704
1277,2012-01-01 03:00:00,0,-200,285,2.6488905008,-1,-100,0,0,14,-3.11110996,0,0,42.813,306.788,0.47207424
1277,2012-01-01 03:15:00,0,-200,286,3.4644461216,-1,-100,0,0,14,-1.244443144,0,0,34.338,308.07,0.94146624
1277,2012-01-01 03:30:00,0,-100,283,3.183334988,-1,-100,0,0,14,-1.894443196,0,0,37.875,308.475,0.20966176
1277,2012-01-01 03:45:00,0,-200,284,2.3450015876,-1,-100,0,0,14,-3.061109956,0,0,40.631,308.497,0.16764
1277,2012-01-01 04:00:00,0,-200,284,1.4616681836,-1,-100,0,0,13,-4.19444338,0,0,42.881,308.497,0.290576
